headline,content,response,star
"great bar, a piece of true Americana","Great bar, we've all heard of Sloppy Joe's. It's THE bar to come to in Key West. Hemingway hung out here. I must admit out of many many many times I've visited Sloppy Joe's, the service honestly is slow. Julie does a pretty good job...More",NA,4.5
A must stop place!,"It's a fun experience, great entertainment, fun for the family, great service, nice cold beer. You have to come away with a t-shirt too!",NA,4.5
A staple of Key West,This is a must visit. visited here several times over the New Year Holiday Week. And of course on New Year Eve to watch the Conch fall. Reasonable drinks reasonable prices a band that was acceptable but far from great. A fabulous location and a...More,NA,4
"Great Food! Great Drinks, Live Entertainment","Sloppy Joes is great all the way around. The food is excellent, the service is fantastic. This place stays crowded from the time it opens, until is closes. There is a very good reason for that. There is nothing you can say wrong about this...More",NA,4.5
Will Visit Again Next Year!,"This is a must stop if you plan to enjoy the daily entertainment and ice COLD beer. Little expensive for the beer, $5 for domestic and up BUT it was the coldest beer in Key West. You get what you pay for. As far as...More",NA,3
Fun,Nice place fun atmosphere. Food was really good and waitress was excellent.  Really nice place to stop in at and eat. Great sloppy joe's.,NA,5
"Lots of Fun, Really Good Food","If you travel to Key West, you cannot miss Sloppy Joe's.  It's just a lot of fun with very good food.  It's a large bar with a band playing, so there's a lot going on.  I was pleasantly surprised by the food, and the bartender...More",NA,4.5
An institution on the island,"Whether you believe Hemmingway really drank here or at another Key West locale... It doesn't matter. This place has a reputation and they deliver. Great signature island cocktails, and a decent beer selection. 

Our favorite place to sit is the tiny bar when you first...More",NA,4
Awesome place,"Go visit Jordan, the bartender. He is awesome. He let us play beer pong across the bar and makes the best mojito in key west. We had a great time!!",NA,4.5
Awesome Band - The Doerfels!!!,"Fun atmosphere, great service and unbelievably good entertainment!  Good for all ages!  Fun party place!",NA,4.5
Lively place,"A busy place but well worth the visit, I would say a must if you are in key west. The food is good for value and taste there is nearly always a band on or a singer to entertain you the staff are nice and...More",NA,4.5
Crowded with some nice music,We were here both visits to Key West. It was packed and difficult to find a seat. Great for people watching and a nice party like atmosphere. More for the drinking crowd than the family crowd.,NA,4.5
Great - what more can be said?,We stopped at Sloppy Joe's for a quick beer to cool off - and enjoy the ambience of this old establishment.  We ended up eating there [it was only chili - but really good].  The big thrill was the band - The Doerfels...a family band...More,NA,4.5
Great spot,"Stopped into sloppy joes on Christmas for a quick one. Ended up staying for hours. Live music all night, good drinks and great bartenders. Crowd was a bit sparse, but filled in as the night wore on. The craft beer place next door was dead,...More",NA,4
Sloppy Joe's,Food was good but the music is better. Live music every night. I would go again. They have a streaming video camera just outside so you can tell you friends to look for you.,NA,4.5
Waste of time,"Stopped in mid afternoon, many empty tables. Took about five minutes before a server came to our table. Ordered drinks and said we would order lunch when the drinks came. Server never returned. We watched her killing time talking to others, walking around the bar....More",NA,3
Loud Bar,"This is a landmark in Key West
It is a bar that has live entertainment throughout the day & night. You will hear it walking by. It is too loud to hold a conversation with people at your table. The food is typical bar food...More",NA,5
"Fun place, ok food",Sloppy Joe was a fun place to be. The band was good. Food was ok. I had sloppy Joe sandwich and husband had quesadillas and wings. We both thought that the food was ok. Service was average too as they were busy and it was...More,NA,4.5
live entertainment was really good.,"one of the must go to places. lot of fun...food was fair, not great. Not a good conversation place!!!.",NA,4
Sloppy but good,This place has good food cold beer and good service. And folks it's right smack in the middle of all the happenings that going on on Duval street. So bring your appetite and get ready for some good grub!,NA,4.5
Family night,Stopped by after sunset with the he family. We had a great time band was excellent. Solid bar food. I went with the original Sloppy Joe. Loved it.,NA,4.5
Classic Sloppy Joe's,"My wife and I ate here for dinner one night.  Based on our experience, they would rather you order drinks than food.  However, once they took our order, the food came quickly.  The food tasted good and wasn't greasy.  I enjoyed my sloppy joe and...More",NA,4.5
Sloppy Service and Sloppy Joe's,Being a legend maybe I expected more.  It wasn't the place it's self it was the lazy rude staff that was the turn off.  It almost seemed like they knew they were going to make money just because it was Sloppy Joe's. The bands were...More,NA,4.5
Cool lil spot!,We enjoyed our dinner at Sloppy Joes. The food and drinks were reasonable priced and the service was friendly.  Can't be the location either!,NA,4.5
Come to Sloppy Joe's,"Was told by a friend to stop in and get a Rum Runner so I did.  Live music in background, nice atmosphere, open doors to people watch and the Rum Runners were great!  Will be back!!!",NA,4
Maybe its been too popular too long,Starting to show its lack of attention. Certainly our bar girls really didn't careless. The place wasn't buzzing or full as like previous visits Can't smoke in there now (mildly disappointing) but had hot pretzels with our beer which was wonderful. Musicians still good &...More,NA,4.5
"It may be ""touristy,"" but it's STILL great!","Hadn't really planned on eating here during our stopover in Key West, but decided ""why not?""  So glad we did!!  The drinks… Oh My!  And the Greek Salad… WOW!  Also loved the hot dog with the Sloppy Joe sauce!  I've had better conch fritters, but...More",NA,3
Drop in at Joe's,Frist of all you have the fresh  ocean air throughout the restaurant/bar large windows gives that open air comfortable outdoor feeling of course it has a nautical theme going on your in Key West. The service was not bad just ok what do you expect...More,NA,5
Get a Sloppy Rita!!!,We didn't eat here but their signature margarita is well worth stopping in for. Not too limey and has a nice kick. Two are even better than one.,NA,4.5
