headline,content,response,star
Maybe I did not order the right item..,"Found the place to be very average in the food department. Sweet potato fries were too salty, sauce was average, Caesar salad was not garlicky enough. Perhaps I should have ordered a burger and mussels.",NA,4
Didn't live up to the Hype,"Everyone told me to go to this place and I was excited to finally eat here on my last day in Louisville.  
Ill start with the negative and end on a good note.  The short rib nachos, had an abudance of flavor but they didn't...More",NA,4
Great food; good place,"We were staying in Louisville for a long week end and wanted to see the downtown area.  We found this restaurant in the heart of downtown.  We had the mussels very good and burgers.  All the food was great and the atmosphere was so ""hip""....More",NA,5
Amazing CEO burger! ,"Walked in on a whim when traveling through downtown to ask for a to go menu.  They initially didn't find one but a server ran outside as I was leaving with it... the CEO burger looked too amazing to pass up, but in a rush,...More",NA,4.5
Poor Service,Let me start off by saying that the food was really good. Unfortunately it was one of the worst food service experiences of my life. Our waitress took our drink order which consisted of three waters and one lemonade for my young son. She brought...More,"Hey Skip,

I'm sorry about the service you experienced when you came. That is not what we are about. I've already spoken with the staff about your review, showing them how and where we failed. 
We don't rely on the food, we train and focus...More",4.5
Food Good ,We ate an appetizer of Short Rib Nachos which were quite nice!  We also had a burger and a beer.  The service was great.  The restroom could have used some attention and there is a counter behind the tabletops which needed MAJOR DUSTING!!! Come on...More,NA,4.5
Great place to eat,"We stopped in after seeing a review on here. We went early like 11:15 so we got in and seated quickly.  The waitress was very friendly. The burgers were super juicy, hot, and delicious. Too many delicious choices to choose from. Prices were reasonable. Great...More",NA,5
Excellent ,"Delicious food, awesome atmosphere and great waiter. Very enjoyable experience. I would highly recommend the pork nachos and their take on calamari is great. All the burgers looked and smelled amazing.  I'm anxious to go back here soon as I am sure everything here is...More",NA,4.5
Revisit even better than first,"My friend CT and I decided to give the joint another shot and OMG we were not disappointed.  Great serve that knew the menu inside and out, AND the two top chefs came to the table after lunch to see what we had and how...More",NA,3.5
Great dinner at a reasonable price,"Stopped here because it was showcased on Burgers, Brew & 'Que.  Wasn't sure what to expect but there was no wait on the Friday night I visited.  We had the calamari to share (which was fantastic) and each had a burger.  Everyones burgers were very...More",NA,4.5
A MUST GO FOR EVERYONE!!!!!!!!!!!,Went here for a late lunch and sat at the bar.  Ordered the Pork Belly Shrimp and Charcuterie Plate then had a couple more items from the menu and was amazed at how good the food was.  Service was fast and very friendly and the...More,NA,4
Lunch on Mothers Day,Just left the Louisville Slugger Museum. It's Mothers day and Kentucky Derby weekend. Of course there was a wait. Nice decor and nicely appointed. Lots of menu options. Our party of 4 loved the curry muscles. My short rib sandwich was very good. A good...More,NA,4
Awesome dinner ,"We walked in here last night after a long day at Churchill Downs...thank god we did! My husband and I had an amazing dinner... Our server, Stacey was beyond...the nachos we had for an appetizer were so good I may has we'll have licked the...More",NA,5
Great Bar and Food,"Recently visited on a rainy Saturday and had a leisurely lunch,
while tasting their very broad inventory of quality bourbons.
We sat at the bar and the bartenders and wait staff where fabulous.
They are very friendly and a fount of knowledge about Louisville.",NA,4.5
One of the best restaurants downtown,I had heard amazing things about Mussel & Burger over the last couple of years and then I heard they had opened a restaurant downtown.....& decided to give it a try!  We went on the 22nd of April for lunch and I have to say...More,NA,4.5
WOW! ,Our family stopped in after touring the Louisville Slugger factory and wow were we impressed! Our boys love mussels and these did not disappoint; I've never seen bigger served before. The tuna tartar taquitos were outstanding as well. My wife had the Mediterranean burger and...More,NA,4.5
"Six for lunch, first time for me.","Six of us walked in, no reservation, for lunch...they put tables together and seated us at once.  Then an attractive attentive server took our order and make suggestions.  I had two starters for lunch, an order of mussels and an order of lamb meat balls....More",NA,5
Incredible food and service,"We had a group of 6 and they accommodated us in a nice round table. The mussels were like mini steaks, so delicious and quite large in excellent sauce that we had to get extra bread just to soak it up. 
The nachos are a...More",NA,4.5
Did not know what to expect - burgers with mussels,We had a great meal here.  We all had something different.  I love all the different mussel selections/combinations.  The burgers was really good with tons of build your own toppings.,NA,3.5
Best Burger of my LIFE,"Went here for dinner with my dad.  Were seated promptly at 6PM on a Friday night.  Drinks were a little pricey but that's not why you're here.  It's the burgers. I got the BBB Burger.  Perfectly cooked medium burger topped with bacon, seared pork belly,...More",NA,4.5
Delicious Burger & Grilled Chicken Burger,"My husband had the Bacon CheeseBurger & I had the Grilled Chicken Burger.  Both were outstanding.  The fries were very good, too.  The prices weren't too bad only because the food was soooooo good!  You can't go wrong with either sandwiches.  The buns were even...More",NA,4
Both burgers and mussels were yummy,"We shared a burger and made it with local grass fed beef. It was delicious!!  The mussels were good, but the ones we got had sausage which overwhelmed the mussels.",NA,4
